No.;CrDeviceProperty;Outline;Mode;ILX-LR1;ILCE-1M2;ILCE-1;ILCE-9M3;ILCE-9M2;ILCE-7RM5;ILCE-7RM4A;ILCE-7RM4;ILCE-7CR;ILCE-7SM3;ILCE-7M5;ILCE-7M4;ILCE-7CM2;ILCE-7C;ILCE-6700;MPC-2610;ILME-FX6;ILME-FX2;ILME-FX3A;ILME-FX3;ILME-FX30;PXW-Z300;PXW-Z200;HXR-NX800;BRC-AM7;ILME-FR7;ZV-E1;ZV-E10M2;DSC-RX1RM3;DSC-RX0M2
277;:ref:`CrDeviceProperty_PictureProfile_DetailLevel<dp-PictureProfile_DetailLevel>`;Picture Profile Detail Level;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
278;:ref:`CrDeviceProperty_PictureProfile_DetailAdjustMode<dp-PictureProfile_DetailAdjustMode>`;Picture Profile Detail Adjust Mode;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
279;:ref:`CrDeviceProperty_PictureProfile_DetailAdjustVHBalance<dp-PictureProfile_DetailAdjustVHBalance>`;Picture Profile Detail Adjust V/H Balance;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
280;:ref:`CrDeviceProperty_PictureProfile_DetailAdjustBWBalance<dp-PictureProfile_DetailAdjustBWBalance>`;Picture Profile Detail Adjust B/W Balance;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
281;:ref:`CrDeviceProperty_PictureProfile_DetailAdjustLimit<dp-PictureProfile_DetailAdjustLimit>`;Picture Profile Detail Adjust Limit;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
282;:ref:`CrDeviceProperty_PictureProfile_DetailAdjustCrispening<dp-PictureProfile_DetailAdjustCrispening>`;Picture Profile Detail Adjust Crispening;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
283;:ref:`CrDeviceProperty_PictureProfile_DetailAdjustHiLightDetail<dp-PictureProfile_DetailAdjustHiLightDetail>`;Picture Profile Detail Adjust Highlight Detail;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
284;:ref:`CrDeviceProperty_PictureProfile_Copy<dp-PictureProfile_Copy>`;Copy Picture Profile;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
285;:ref:`CrDeviceProperty_PictureProfileResetEnableStatus<dp-PictureProfileResetEnableStatus>`;Reset Picture Profile Enable Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
286;:ref:`CrDeviceProperty_CreativeLook<dp-CreativeLook>`;Creative Look;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
287;:ref:`CrDeviceProperty_CreativeLook_Contrast<dp-CreativeLook_Contrast>`;Creative Look Contrast;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
288;:ref:`CrDeviceProperty_CreativeLook_Highlights<dp-CreativeLook_Highlights>`;Creative Look Highlights;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
289;:ref:`CrDeviceProperty_CreativeLook_Shadows<dp-CreativeLook_Shadows>`;Creative Look Shadows;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
290;:ref:`CrDeviceProperty_CreativeLook_Fade<dp-CreativeLook_Fade>`;Creative Look Fade;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
291;:ref:`CrDeviceProperty_CreativeLook_Saturation<dp-CreativeLook_Saturation>`;Creative Look Saturation;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
292;:ref:`CrDeviceProperty_CreativeLook_Sharpness<dp-CreativeLook_Sharpness>`;Creative Look Sharpness;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
293;:ref:`CrDeviceProperty_CreativeLook_SharpnessRange<dp-CreativeLook_SharpnessRange>`;Creative Look Sharpness Range;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
294;:ref:`CrDeviceProperty_CreativeLook_Clarity<dp-CreativeLook_Clarity>`;Creative Look Clarity;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
295;:ref:`CrDeviceProperty_CreativeLook_CustomLook<dp-CreativeLook_CustomLook>`;Custom Look Image Style;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
296;:ref:`CrDeviceProperty_CreativeLookResetEnableStatus<dp-CreativeLookResetEnableStatus>`;Reset Creative Look Enable Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
297;:ref:`CrDeviceProperty_ProxyRecordingSetting<dp-ProxyRecordingSetting>`;Proxy Record Setting;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;\-;✔;✔;\-;\-;\-;✔;\-;✔;✔;✔;\-
298;:ref:`CrDeviceProperty_Movie_IntervalRec_CountDownIntervalTime<dp-Movie_IntervalRec_CountDownIntervalTime>`;Interval REC (Movie) Count Down Interval Time;R/T;✔;✔;\-;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-
299;:ref:`CrDeviceProperty_Movie_IntervalRec_RecordingDuration<dp-Movie_IntervalRec_RecordingDuration>`;Recording Duration;R/T;✔;✔;\-;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-
300;:ref:`CrDeviceProperty_PixelMappingEnableStatus<dp-PixelMappingEnableStatus>`;Pixel Mapping Enable Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;\-;\-
301;:ref:`CrDeviceProperty_TimeCodePresetResetEnableStatus<dp-TimeCodePresetResetEnableStatus>`;Time Code Preset Reset Enable Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
302;:ref:`CrDeviceProperty_UserBitPresetResetEnableStatus<dp-UserBitPresetResetEnableStatus>`;User Bit Preset Reset Enable Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
303;:ref:`CrDeviceProperty_SensorCleaningEnableStatus<dp-SensorCleaningEnableStatus>`;Sensor Cleaning Enable Status;R/T;\-;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;\-;\-;\-
304;:ref:`CrDeviceProperty_LensVersionNumber<dp-LensVersionNumber>`;Lens Version Number;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;\-;\-
305;:ref:`CrDeviceProperty_DeviceOverheatingState<dp-DeviceOverheatingState>`;Device Overheating State;R/T;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;✔
306;:ref:`CrDeviceProperty_AFTrackingSensitivity<dp-AFTrackingSensitivity>`;AF Tracking Sensitivity (Still);R/T;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;\-;✔;✔;\-;\-;\-;\-;\-;\-;✔;✔;\-
307;:ref:`CrDeviceProperty_BaseLookImportOperationEnableStatus<dp-BaseLookImportOperationEnableStatus>`;BaseLookImport Operation Enable Status;R/T;✔;✔;\-;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-;✔;✔;\-
308;:ref:`CrDeviceProperty_DeleteUserBaseLook<dp-DeleteUserBaseLook>`;Delete UserBaseLook;R/T;✔;✔;\-;✔;\-;\-;\-;\-;✔;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;✔;✔;\-;\-;\-;✔;✔;\-
309;:ref:`CrDeviceProperty_SelectUserBaseLookToEdit<dp-SelectUserBaseLookToEdit>`;Select UserBaseLook to Edit;R/T;✔;✔;\-;✔;\-;\-;\-;\-;✔;✔;✔;\-;✔;\-;✔;\-;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;✔;\-
310;:ref:`CrDeviceProperty_SelectUserBaseLookToSetInPPLUT<dp-SelectUserBaseLookToSetInPPLUT>`;Select BaseLook to Set in PPLUT;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;✔;✔;\-
311;:ref:`CrDeviceProperty_UserBaseLookInput<dp-UserBaseLookInput>`;UserBaseLook Input;R/T;✔;✔;\-;✔;\-;\-;\-;\-;✔;✔;✔;\-;✔;\-;✔;\-;\*1;✔;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;✔;\-
312;:ref:`CrDeviceProperty_UserBaseLookAELevelOffset<dp-UserBaseLookAELevelOffset>`;UserBaseLook AE Level Offset;R/T;✔;✔;\-;✔;\-;\-;\-;\-;✔;✔;✔;\-;✔;\-;✔;\-;\*1;✔;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;✔;\-
313;:ref:`CrDeviceProperty_BaseISOSwitchEI<dp-BaseISOSwitchEI>`;Base ISO Switch EI;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
314;:ref:`CrDeviceProperty_FlickerLessShooting<dp-FlickerLessShooting>`;Flicker Less Shooting;R/T;\-;✔;✔;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
315;:ref:`CrDeviceProperty_PlaybackVolumeSettings<dp-PlaybackVolumeSettings>`;Playback Volume Settings;R/T;\-;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
316;:ref:`CrDeviceProperty_AutoReview<dp-AutoReview>`;Auto Review;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
317;:ref:`CrDeviceProperty_AudioSignals<dp-AudioSignals>`;Audio Signals;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
318;:ref:`CrDeviceProperty_HDMIResolutionStillPlay<dp-HDMIResolutionStillPlay>`;HDMI Resolution (Still/Play);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
319;:ref:`CrDeviceProperty_Movie_HDMIOutputRecMedia<dp-Movie_HDMIOutputRecMedia>`;HDMI Output Rec Media (Movie);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
320;:ref:`CrDeviceProperty_Movie_HDMIOutputResolution<dp-Movie_HDMIOutputResolution>`;HDMI Output Resolution (Movie);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
321;:ref:`CrDeviceProperty_Movie_HDMIOutput4KSetting<dp-Movie_HDMIOutput4KSetting>`;HDMI Output 4K Set (Movie);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
322;:ref:`CrDeviceProperty_Movie_HDMIOutputRAW<dp-Movie_HDMIOutputRAW>`;HDMI Output RAW (Movie);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
323;:ref:`CrDeviceProperty_Movie_HDMIOutputRawSetting<dp-Movie_HDMIOutputRawSetting>`;HDMI Output Raw Setting (Movie);R/T;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
324;:ref:`CrDeviceProperty_Movie_HDMIOutputTimeCode<dp-Movie_HDMIOutputTimeCode>`;HDMI Output Time Code (Movie);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
325;:ref:`CrDeviceProperty_Movie_HDMIOutputRecControl<dp-Movie_HDMIOutputRecControl>`;HDMI Output REC Control (Movie);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
326;:ref:`CrDeviceProperty_MonitoringOutputDisplayHDMI<dp-MonitoringOutputDisplayHDMI>`;Monitoring Output Display HDMI;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;✔;✔;\-
327;:ref:`CrDeviceProperty_Movie_HDMIOutputAudioCH<dp-Movie_HDMIOutputAudioCH>`;Audio Output HDMI Monitor CH;R/T;\-;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;✔;\-;✔;✔;✔;\-
328;:ref:`CrDeviceProperty_Movie_IntervalRec_IntervalTime<dp-Movie_IntervalRec_IntervalTime>`;Interval REC (Movie) Time;R/T;✔;✔;\-;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-;\-
329;:ref:`CrDeviceProperty_Movie_IntervalRec_FrameRateSetting<dp-Movie_IntervalRec_FrameRateSetting>`;Interval REC (Movie) Frame Rate;R/T;✔;✔;\-;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-
330;:ref:`CrDeviceProperty_Movie_IntervalRec_RecordingSetting<dp-Movie_IntervalRec_RecordingSetting>`;Interval REC (Movie) Record Setting;R/T;✔;✔;\-;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-
331;:ref:`CrDeviceProperty_EframingScaleAuto<dp-EframingScaleAuto>`;Eframing Scale (Auto);R/T;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;\-;\-;\-
332;:ref:`CrDeviceProperty_EframingSpeedAuto<dp-EframingSpeedAuto>`;Eframing Speed (Auto);R/T;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;\-;\-;\-
333;:ref:`CrDeviceProperty_EframingModeAuto<dp-EframingModeAuto>`;Eframing Mode (Auto);R/T;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;\-;\-;\-
334;:ref:`CrDeviceProperty_EframingRecordingImageCrop<dp-EframingRecordingImageCrop>`;Eframing Recording Image Crop;R/T;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;\-;\-;\-
335;:ref:`CrDeviceProperty_EframingHDMICrop<dp-EframingHDMICrop>`;Eframing HDMI Crop;R/T;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;\-;\-;\-
336;:ref:`CrDeviceProperty_CameraEframing<dp-CameraEframing>`;Camera Eframing;R/T;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;\-;\-;\-
337;:ref:`CrDeviceProperty_LongExposureNR<dp-LongExposureNR>`;Long Exposure NR;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-
338;:ref:`CrDeviceProperty_HighIsoNR<dp-HighIsoNR>`;High ISO NR;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
339;:ref:`CrDeviceProperty_HLGStillImage<dp-HLGStillImage>`;HLG Still Image;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
340;:ref:`CrDeviceProperty_ColorSpace<dp-ColorSpace>`;Color Space (Still Image);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
341;:ref:`CrDeviceProperty_BracketOrder<dp-BracketOrder>`;Bracket order;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
342;:ref:`CrDeviceProperty_FocusBracketOrder<dp-FocusBracketOrder>`;Focus Bracket order;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-
343;:ref:`CrDeviceProperty_FocusBracketExposureLock1stImg<dp-FocusBracketExposureLock1stImg>`;Focus Bracket Exposure Lock 1st Img;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-
344;:ref:`CrDeviceProperty_FocusBracketIntervalUntilNextShot<dp-FocusBracketIntervalUntilNextShot>`;Focus Bracket Interval Until Next Shot;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-
345;:ref:`CrDeviceProperty_IntervalRec_ShootingStartTime<dp-IntervalRec_ShootingStartTime>`;Interval REC (Still) Shooting Start Time;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
346;:ref:`CrDeviceProperty_IntervalRec_ShootingInterval<dp-IntervalRec_ShootingInterval>`;Interval REC (Still) Shooting Interval;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
347;:ref:`CrDeviceProperty_IntervalRec_ShootIntervalPriority<dp-IntervalRec_ShootIntervalPriority>`;Interval REC (Still) Shoot Interval Priority;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
348;:ref:`CrDeviceProperty_IntervalRec_NumberOfShots<dp-IntervalRec_NumberOfShots>`;Interval REC (Still) Number of Shots;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
349;:ref:`CrDeviceProperty_IntervalRec_AETrackingSensitivity<dp-IntervalRec_AETrackingSensitivity>`;Interval REC (Still) AE Tracking Sensitivity;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
350;:ref:`CrDeviceProperty_IntervalRec_ShutterType<dp-IntervalRec_ShutterType>`;Interval REC (Still) Shutter Type;R/T;✔;✔;✔;\-;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-
351;:ref:`CrDeviceProperty_HighResolutionShutterSpeedSetting<dp-HighResolutionShutterSpeedSetting>`;High Resolution SS Setting;R/T;✔;✔;✔;✔;\-;\-;\-;\-;✔;\-;✔;✔;✔;\-;\-;\-;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-
352;:ref:`CrDeviceProperty_HighResolutionShutterSpeed<dp-HighResolutionShutterSpeed>`;High Resolution Shutter Speed;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;\-;✔;✔;✔;\-;\-;\-;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;✔;✔;\-;\-
353;:ref:`CrDeviceProperty_WindNoiseReduct<dp-WindNoiseReduct>`;Wind Noise Reduct;R/T;\-;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
354;:ref:`CrDeviceProperty_RecordingSelfTimer<dp-RecordingSelfTimer>`;Movie Rec Self timer;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-
355;:ref:`CrDeviceProperty_RecordingSelfTimerCountTime<dp-RecordingSelfTimerCountTime>`;Movie Rec Self timer Count time;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-
356;:ref:`CrDeviceProperty_RecordingSelfTimerContinuous<dp-RecordingSelfTimerContinuous>`;Movie Rec Self timer Continuous;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-
357;:ref:`CrDeviceProperty_RecordingSelfTimerStatus<dp-RecordingSelfTimerStatus>`;Movie Rec Self timer Status;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-
358;:ref:`CrDeviceProperty_BulbTimerSetting<dp-BulbTimerSetting>`;Bulb Timer Setting;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-
359;:ref:`CrDeviceProperty_BulbExposureTimeSetting<dp-BulbExposureTimeSetting>`;Bulb Exposure Time Setting;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-
360;:ref:`CrDeviceProperty_AutoSlowShutter<dp-AutoSlowShutter>`;Auto Slow Shutter;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
361;:ref:`CrDeviceProperty_IsoAutoMinShutterSpeedMode<dp-IsoAutoMinShutterSpeedMode>`;ISO Auto Min Shutter Speed Mode;R/T;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;✔;✔;\-
362;:ref:`CrDeviceProperty_IsoAutoMinShutterSpeedManual<dp-IsoAutoMinShutterSpeedManual>`;ISO Auto Min Shutter Speed Manual;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
363;:ref:`CrDeviceProperty_IsoAutoMinShutterSpeedPreset<dp-IsoAutoMinShutterSpeedPreset>`;ISO Auto Min Shutter Speed Preset;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
